version,filename,review_reasons
20260605202600,20260605202600_zivo_travel_backend_foundation.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: zivo_travel_backend_links|zivo_travel_backend_links_public_read; policy missing: zivo_travel_service_catalog|zivo_travel_service_catalog_public_read"
20260605221600,20260605221600_software_auto_repair_core_schema.sql,"unrecognized ALTER TABLE actions; policy missing: public|Software store owners manage %1$s; index missing: idx_store_posts_store (on store_posts)"
20260605223000,20260605223000_software_auto_repair_extended_schema.sql,"policy missing: public|Software store owners manage %1$s; policy missing: ar_expense_items|Software store owners manage ar_expense_items; index missing: idx_ar_inspections_store (on ar_inspections)"
20260605224500,20260605224500_software_auto_repair_storage_and_posts.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: store_post_comments|Software store owners manage store_post_comments; policy missing: storage|Software owners read auto repair storage"
20260605225500,20260605225500_software_auto_repair_frontend_compat_columns.sql,"index missing: idx_store_posts_scheduled (on store_posts); index missing: idx_ar_job_photos_work_order (on ar_job_photos); index missing: idx_ar_parts_sku (on ar_parts)"
20260605230529,20260605230529_software_auto_repair_deep_tab_compat_columns.sql,"unrecognized ALTER TABLE actions; function missing: set_ar_expense_item_store_id; index missing: idx_ar_inspections_share_token_unique (on ar_inspections)"
20260605231411,20260605231411_software_auto_repair_expense_item_trigger_amount_fix.sql,"function missing: set_ar_expense_item_store_id"
20260606000000,20260606000000_direct_paid_media_bundles.sql,"policy missing: storage|chat_media_select_owner_or_recipient"
20260606193000,20260606193000_expose_admin_customer_search_in_api_schema.sql,"statement classes outside the verifier; function missing: api"
20260607000000,20260607000000_profile_metadata_completion.sql,"unrecognized ALTER TABLE actions; function missing: calculate_profile_completion_score; function missing: sync_profile_completion_metadata"
20260607161643,20260607161643_zivosmedia_auth_foundation.sql,"data effects (INSERT/UPDATE/DELETE)"
20260607163048,20260607163048_zivosmedia_payments_foundation.sql,"statement classes outside the verifier; policy missing: payment_customers|payment customers are visible to owner; policy missing: business_billing_profiles|business billing profiles are visible to owner"
20260607164628,20260607164628_zivosoftware_billing_catalog.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: software_products|active software products are public; policy missing: software_pricing_plans|active software plans are public"
20260607165728,20260607165728_zivochat_payment_support.sql,"statement classes outside the verifier; index missing: idx_payment_support_threads_status (on payment_support_threads); index missing: idx_payment_support_threads_payment (on payment_support_threads)"
20260608000000,20260608000000_account_hub_activity.sql,"policy missing: account_hub_activity|Users can read their account hub activity; policy missing: account_hub_activity|Users can insert their account hub activity; table missing: account_hub_activity"
20260609000100,20260609000100_add_increment_user_post_view_count_rpc.sql,"data effects (INSERT/UPDATE/DELETE)"
20260611000000,20260611000000_add_channel_subscriber_permissions.sql,"statement classes outside the verifier"
20260611000500,20260611000500_add_channel_permission_exceptions.sql,"statement classes outside the verifier; policy missing: channel_permission_exceptions|channel_permission_exceptions_managers_select; dropped policy still live: channel_permission_exceptions|channel_permission_exceptions_managers_write"
20260612000000,20260612000000_add_store_default_language.sql,"statement classes outside the verifier"
20260615000000,20260615000000_ar_customer_vehicles_engine_transmission.sql,"statement classes outside the verifier"
20260615000100,20260615000100_ar_customer_vehicles_drive_type.sql,"statement classes outside the verifier"
20260615000700,20260615000700_ar_ro_documents.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: ar_ro_documents|Store owners manage ar_ro_documents; table missing: ar_ro_documents"
20260615000800,20260615000800_user_contacts_added_via_chat_request.sql,"unrecognized ALTER TABLE actions"
20260615171643,20260615171643_driver_status_rls_for_online_toggle.sql,"policy missing: drivers_status|drivers_status_select_own_or_admin; policy missing: drivers_status|drivers_status_insert_own_or_admin; policy missing: drivers_status|drivers_status_update_own_or_admin"
20260615195800,20260615195800_channel_create_rpc.sql,"data effects (INSERT/UPDATE/DELETE)"
20260615202000,20260615202000_channel_update_settings_rpc.sql,"data effects (INSERT/UPDATE/DELETE)"
20260615204418,20260615204418_channel_member_management_rpcs.sql,"data effects (INSERT/UPDATE/DELETE)"
20260616090000,20260616090000_notifications_user_owned_mutations.sql,"statement classes outside the verifier"
20260714151818,20260714151818_zivo_software_release_billing_hardening.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); policy missing: software_pricing_tier_public_metadata|software_pricing_tier_public_metadata_read"
20260717120000,20260717120000_bus_payment_voided_and_webhook_events.sql,"unrecognized ALTER TABLE actions; table missing: bus_stripe_webhook_events; index missing: idx_bus_stripe_webhook_events_pi (on bus_stripe_webhook_events)"
20260806000000,20260806000000_expose_username_on_public_profiles.sql,"grant verification incomplete (registry transport flake)"
20260807120000,20260807120000_notification_preferences_missing_columns.sql,"statement classes outside the verifier; column missing: notification_preferences|push_enabled; constraint missing: notification_preferences|notification_preferences_quiet_hours_pair_check"
20260808153652,20260808153652_ensure_eats_zones_public_read_contract.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: eats_zones|eats_zones_public_read; index missing: idx_eats_zones_code (on eats_zones)"
20260809170500,20260809170500_lock_down_ar_job_photo_storage.sql,"policy missing: storage|Software owners upload auto repair storage; policy missing: storage|Software owners update auto repair storage; policy missing: storage|Software owners delete auto repair storage"
20260809184000,20260809184000_harden_public_email_otp_identity.sql,"unrecognized ALTER TABLE actions; policy missing: otp_codes|otp_codes_service_role_only; index missing: idx_otp_codes_active_scope (on otp_codes)"
20260809185000,20260809185000_harden_trusted_device_rpc_ownership.sql,"data effects (INSERT/UPDATE/DELETE); dropped function still live: register_trusted_device"
20260811023000,20260811023000_parental_safety_server_state.sql,"statement classes outside the verifier; dropped policy still live: parental_safety_settings|parental_safety_block_direct_insert; dropped policy still live: parental_safety_settings|parental_safety_block_direct_update"
20260826191256,20260826191256_lodging_cutluy_payment_rail.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); unrecognized ALTER TABLE actions"
20260827234500,20260827234500_disable_creator_monetization_and_p2p.sql,"grant verification incomplete (registry transport flake)"
20260830161008,20260830161008_release_backend_security_reconciliation.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); unrecognized ALTER TABLE actions"
20260830163714,20260830163714_harden_internal_cron_auth.sql,"function missing: private"
20260830183748,20260830183748_eats_wallet_backend_reconciliation.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); dropped policy still live: customer_wallets|customer_wallets_block_direct_insert"
20260830185229,20260830185229_harden_eats_order_creation_authority.sql,"statement classes outside the verifier; unrecognized ALTER TABLE actions"
20260830190000,20260830190000_eats_payment_cancellation_state_machine.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); table missing: private"
20260830190500,20260830190500_eats_dispatch_idempotency.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); unrecognized ALTER TABLE actions"
20260830191000,20260830191000_eats_inventory_promo_atomic_order.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); table missing: private"
20260830193000,20260830193000_eats_manual_payout_authority.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); unrecognized ALTER TABLE actions"
20260830193500,20260830193500_payout_method_verification_authority.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); unrecognized ALTER TABLE actions"
20260830194000,20260830194000_eats_order_financial_authority.sql,"statement classes outside the verifier; function missing: private; function missing: advance_eats_restaurant_order"
20260830194511,20260830194511_eats_order_creation_authority_hard_cutover.sql,"statement classes outside the verifier; policy missing: food_orders|food_orders_block_customer_direct_insert; dropped policy still live: food_orders|zivo_fo_insert"
20260831000449,20260831000449_harden_auth_login_attempt_boundary.sql,"statement classes outside the verifier"
20260831000607,20260831000607_harden_backend_helper_caller_identity.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE)"
20260831002349,20260831002349_harden_cafe_customer_lookup_and_loyalty_ownership.sql,"function missing: tg_cafe_loyalty_authorize_redeem; trigger missing: cafe_loyalty_authorize_redeem"
20260831005613,20260831005613_salon_booking_capability_access.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); table missing: private"
20260831030202,20260831030202_car_rental_reservation_capability_access.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); table missing: private"
20260831041439,20260831041439_car_dealership_customer_capability_legacy_acl_cutover.sql,"policy missing: car_dealership_reviews|Dealership owners and admins read full reviews; policy missing: car_dealership_reviews|Dealership full review reads require owner or admin; policy missing: car_dealership_reviews|Car dealership review inserts require trusted server validation"
