local_version,local_filename,risk,domain,position_vs_remote_range,nearest_remote_version,nearest_delta_seconds
20260525070000,20260525070000_cafe_public_order_rpc.sql,high,security/auth,inside_remote_range,,
20260525080000,20260525080000_cafe_gift_cards.sql,high,security/auth,inside_remote_range,,
20260525090000,20260525090000_cafe_expenses.sql,high,security/auth,inside_remote_range,,
20260525100000,20260525100000_cafe_baristas.sql,high,security/auth,inside_remote_range,,
20260525100001,20260525100001_cafe_orders_realtime_publication.sql,high,chat/social,inside_remote_range,,
20260525110000,20260525110000_cafe_auto_expire_pending.sql,high,commerce/store,inside_remote_range,,
20260525110001,20260525110001_cafe_time_entries.sql,high,security/auth,inside_remote_range,,
20260525120000,20260525120000_cafe_orders_status_timestamps.sql,high,chat/social,inside_remote_range,,
20260525120001,20260525120001_cafe_reviews.sql,high,security/auth,inside_remote_range,,
20260525130000,20260525130000_cafe_orders_recalc_on_adjustment.sql,high,chat/social,inside_remote_range,,
20260525130001,20260525130001_cafe_promotions.sql,high,security/auth,inside_remote_range,,
20260525140000,20260525140000_cafe_inventory_items.sql,high,security/auth,inside_remote_range,,
20260525150000,20260525150000_cafe_recipes.sql,high,security/auth,inside_remote_range,,
20260525160000,20260525160000_cafe_inventory_movements.sql,high,security/auth,inside_remote_range,,
20260525170000,20260525170000_cafe_suppliers.sql,high,security/auth,inside_remote_range,,
20260525180000,20260525180000_cafe_purchase_orders.sql,high,security/auth,inside_remote_range,,
20260525183303,20260525183303_ride_bakong_payment_idempotency.sql,high,chat/social,inside_remote_range,,
20260525185220,20260525185220_ride_request_lifecycle_columns.sql,high,chat/social,inside_remote_range,,
20260525190000,20260525190000_cafe_loyalty.sql,high,security/auth,inside_remote_range,,
20260525191033,20260525191033_driver_earnings_ride_requests.sql,high,chat/social,inside_remote_range,,
20260525192409,20260525192409_admin_driver_payout_methods.sql,high,security/auth,inside_remote_range,,
20260525200000,20260525200000_cafe_shifts.sql,high,security/auth,inside_remote_range,,
20260525210000,20260525210000_cafe_order_completion_hooks.sql,high,security/auth,inside_remote_range,,
20260525220000,20260525220000_cafe_checkout_tip_and_promo.sql,high,security/auth,inside_remote_range,,
20260525230000,20260525230000_cafe_public_review_rpc.sql,high,security/auth,inside_remote_range,,
20260525240000,20260525240000_cafe_checkout_gift_card.sql,high,security/auth,inside_remote_range,,
20260525250000,20260525250000_cafe_auto_expire_pending.sql,high,commerce/store,inside_remote_range,,
20260525260000,20260525260000_cafe_public_order_status_eta.sql,high,security/auth,inside_remote_range,,
20260525270000,20260525270000_cafe_loyalty_redeem_at_checkout.sql,high,security/auth,inside_remote_range,,
20260525280000,20260525280000_cafe_hours.sql,high,security/auth,inside_remote_range,,
20260525290000,20260525290000_cafe_scheduled_orders.sql,high,security/auth,inside_remote_range,,
20260525300000,20260525300000_cafe_settings.sql,high,security/auth,inside_remote_range,,
20260525310000,20260525310000_cafe_tax_rate.sql,high,commerce/store,inside_remote_range,,
20260525320000,20260525320000_cafe_till_sessions.sql,high,security/auth,inside_remote_range,,
20260525330000,20260525330000_cafe_menu_sold_out.sql,high,chat/social,inside_remote_range,,
20260525340000,20260525340000_cafe_rpc_reject_sold_out.sql,high,security/auth,inside_remote_range,,
20260525350000,20260525350000_cafe_menu_cogs_rollup.sql,high,infrastructure,inside_remote_range,,
20260525360000,20260525360000_cafe_prep_forecast.sql,high,security/auth,inside_remote_range,,
20260525370000,20260525370000_cafe_inventory_realtime.sql,high,chat/social,inside_remote_range,,
20260525380000,20260525380000_cafe_popular_items.sql,high,security/auth,inside_remote_range,,
20260525390000,20260525390000_cafe_manager_pin.sql,high,commerce/store,inside_remote_range,,
20260525400000,20260525400000_cafe_customer_summary.sql,high,security/auth,inside_remote_range,,
20260525400001,20260525400001_car_rental_initial.sql,high,security/auth,inside_remote_range,,
20260525410000,20260525410000_cafe_till_drops.sql,high,security/auth,inside_remote_range,,
20260525410001,20260525410001_car_rental_expenses_maintenance.sql,high,security/auth,inside_remote_range,,
20260525420000,20260525420000_cafe_last_order_items.sql,high,security/auth,inside_remote_range,,
20260525420001,20260525420001_car_rental_reviews_promotions.sql,high,security/auth,inside_remote_range,,
20260525430000,20260525430000_cafe_tip_payouts.sql,high,security/auth,inside_remote_range,,
20260525430001,20260525430001_car_rental_blackouts.sql,high,security/auth,inside_remote_range,,
20260525440000,20260525440000_cafe_daily_message.sql,high,chat/social,inside_remote_range,,
20260525440001,20260525440001_car_rental_damage_photos.sql,high,security/auth,inside_remote_range,,
20260525450000,20260525450000_cafe_review_summary.sql,high,security/auth,inside_remote_range,,
20260525450001,20260525450001_car_rental_compliance_and_tax.sql,high,security/auth,inside_remote_range,,
20260525460000,20260525460000_cafe_reservations.sql,high,security/auth,inside_remote_range,,
20260525460001,20260525460001_car_rental_refunds.sql,high,commerce/store,inside_remote_range,,
20260525470000,20260525470000_cafe_public_reservation_rpc.sql,high,security/auth,inside_remote_range,,
20260525480000,20260525480000_cafe_reservations_realtime.sql,high,chat/social,inside_remote_range,,
20260525490000,20260525490000_cafe_customer_notes.sql,high,security/auth,inside_remote_range,,
20260525500000,20260525500000_cafe_menu_allergens.sql,high,commerce/store,inside_remote_range,,
20260525500001,20260525500001_car_dealership_initial.sql,high,security/auth,inside_remote_range,,
20260525510000,20260525510000_cafe_menu_happy_hour.sql,high,commerce/store,inside_remote_range,,
20260525510001,20260525510001_car_dealership_promotions.sql,high,security/auth,inside_remote_range,,
20260525520000,20260525520000_cafe_rpc_happy_hour.sql,high,security/auth,inside_remote_range,,
20260525520001,20260525520001_car_dealership_customer_interactions.sql,high,security/auth,inside_remote_range,,
20260525530000,20260525530000_cafe_bundles.sql,high,security/auth,inside_remote_range,,
20260525530001,20260525530001_car_dealership_deal_documents.sql,high,security/auth,inside_remote_range,,
20260525540000,20260525540000_cafe_rpc_bundles.sql,high,security/auth,inside_remote_range,,
20260525540001,20260525540001_car_dealership_public_reviews.sql,high,security/auth,inside_remote_range,,
20260525550001,20260525550001_car_dealership_fk_indexes.sql,medium,security/auth,inside_remote_range,,
20260525560001,20260525560001_car_dealership_schedule_public_test_drive_rpc.sql,high,security/auth,inside_remote_range,,
20260525570001,20260525570001_car_dealership_merge_multipermissive_policies.sql,high,security/auth,inside_remote_range,,
20260525580001,20260525580001_car_dealership_leads_add_salesperson_name.sql,high,commerce/store,inside_remote_range,,
20260526000000,20260526000000_cafe_bundle_window.sql,high,commerce/store,inside_remote_range,,
20260526000001,20260526000001_salon_stylist_stripe_connect.sql,high,security/auth,inside_remote_range,,
20260526010000,20260526010000_cafe_rpc_bundle_window_check.sql,high,security/auth,inside_remote_range,,
20260526020000,20260526020000_cafe_public_order_status_with_slug.sql,high,security/auth,inside_remote_range,,
20260526030000,20260526030000_cafe_public_order_items_for_reorder.sql,high,security/auth,inside_remote_range,,
20260526040000,20260526040000_cafe_settings_tip_presets.sql,high,commerce/store,inside_remote_range,,
20260526050000,20260526050000_cafe_settings_currency_code.sql,high,commerce/store,inside_remote_range,,
20260526060000,20260526060000_cafe_public_order_status_currency.sql,high,security/auth,inside_remote_range,,
20260526070000,20260526070000_cafe_order_item_voids.sql,high,security/auth,inside_remote_range,,
20260526100000,20260526100000_car_rental_block_blocked_customers.sql,high,chat/social,inside_remote_range,,
20260526110000,20260526110000_car_rental_refund_tiers.sql,high,commerce/store,inside_remote_range,,
20260526120000,20260526120000_car_rental_reservation_events.sql,high,security/auth,inside_remote_range,,
20260526130000,20260526130000_car_rental_stripe.sql,high,security/auth,inside_remote_range,,
20260526140000,20260526140000_car_rental_stripe_rls_initplan_fix.sql,high,security/auth,inside_remote_range,,
20260526145114,20260526145114_feed_preferences.sql,high,security/auth,inside_remote_range,,
20260526165000,20260526165000_sensitive_media_controls.sql,high,security/auth,inside_remote_range,,
20260526183749,20260526183749_group_chat_pinning_avatar_media_policy.sql,high,security/auth,inside_remote_range,,
20260526184329,20260526184329_lodge_guest_booking_rpc.sql,high,security/auth,inside_remote_range,,
20260526200000,20260526200000_ar_inspections_customer_fields.sql,high,commerce/store,inside_remote_range,,
20260526202236,20260526202236_admin_safety_review_inbox.sql,high,security/auth,inside_remote_range,,
20260526210000,20260526210000_ar_schema_completion.sql,high,security/auth,inside_remote_range,,
20260526211548,20260526211548_story_sensitive_media_controls.sql,high,security/auth,inside_remote_range,,
20260526220000,20260526220000_ar_invoices_source_workorder.sql,high,commerce/store,inside_remote_range,,
20260526221927,20260526221927_group_stars_locked_media.sql,high,security/auth,inside_remote_range,,
20260526230000,20260526230000_ar_reminders_customer_columns.sql,high,commerce/store,inside_remote_range,,
20260526240000,20260526240000_ar_inspections_public_view.sql,high,security/auth,inside_remote_range,,
20260526250000,20260526250000_ar_loaner_return_tracking.sql,high,security/auth,inside_remote_range,,
20260527000000,20260527000000_salon_online_tipping.sql,high,security/auth,inside_remote_range,,
20260527140000,20260527140000_ar_invoices_fleet_enforcement.sql,high,commerce/store,inside_remote_range,,
20260527141000,20260527141000_ar_job_photos.sql,high,security/auth,inside_remote_range,,
20260527142000,20260527142000_ar_labor_entries.sql,high,security/auth,inside_remote_range,,
20260527143000,20260527143000_store_promotions_reviews_messages.sql,high,security/auth,inside_remote_range,,
20260527144000,20260527144000_ar_reminders_dispatch_cron.sql,low,security/auth,inside_remote_range,,
20260527145444,20260527145444_group_paid_media_bundles.sql,high,security/auth,inside_remote_range,,
20260527150000,20260527150000_ar_estimates_discount_cents.sql,high,general,inside_remote_range,,
20260527151000,20260527151000_ar_invoices_estimates_backfill_subtotals.sql,medium,chat/social,inside_remote_range,,
20260527152000,20260527152000_ar_estimates_tax_rate_and_expire_cron.sql,high,chat/social,inside_remote_range,,
20260527153000,20260527153000_ar_invoices_estimates_intake_notes.sql,high,general,inside_remote_range,,
20260527154000,20260527154000_ar_warranties_network_claim_columns.sql,high,chat/social,inside_remote_range,,
20260527161700,20260527161700_fix_group_paid_album_storage_policy.sql,high,security/auth,inside_remote_range,,
20260527161952,20260527161952_use_jsonb_contains_for_locked_album_storage_policy.sql,high,security/auth,inside_remote_range,,
20260527162240,20260527162240_use_text_path_checks_for_locked_album_storage_policy.sql,high,security/auth,inside_remote_range,,
20260527163358,20260527163358_restore_chat_media_storage_policy.sql,high,security/auth,inside_remote_range,,
20260527164312,20260527164312_fix_zivo_service_photo_storage_recursion.sql,high,security/auth,inside_remote_range,,
20260527164505,20260527164505_grant_secret_media_storage_helper.sql,high,security/auth,inside_remote_range,,
20260527164544,20260527164544_grant_call_recording_storage_helper.sql,high,security/auth,inside_remote_range,,
20260527165418,20260527165418_fix_group_member_notify_profile_name.sql,high,security/auth,inside_remote_range,,
20260527170117,20260527170117_add_chat_safety_preference_columns.sql,high,security/auth,inside_remote_range,,
20260527171430,20260527171430_add_group_unlock_api_wrapper.sql,high,security/auth,inside_remote_range,,
20260527172922,20260527172922_restore_paid_album_storage_reads.sql,high,security/auth,inside_remote_range,,
20260528000000,20260528000000_salon_booking_series.sql,high,security/auth,inside_remote_range,,
20260528000001,20260528000001_creator_type_and_ppv.sql,high,security/auth,inside_remote_range,,
20260528000002,20260528000002_direct_message_unlocks.sql,high,security/auth,inside_remote_range,,
20260528000003,20260528000003_community_member_count_sync.sql,high,infrastructure,inside_remote_range,,
20260528000004,20260528000004_unlock_notifications.sql,high,security/auth,inside_remote_range,,
20260528000005,20260528000005_wallet_unlock_rpcs.sql,high,security/auth,inside_remote_range,,
20260528000006,20260528000006_events_going_count_sync.sql,high,infrastructure,inside_remote_range,,
20260528000007,20260528000007_adult_age_confirmation.sql,high,security/auth,inside_remote_range,,
20260528000008,20260528000008_close_paywall_bypass.sql,high,security/auth,inside_remote_range,,
20260528000009,20260528000009_ppv_free_for_subscribers.sql,high,security/auth,inside_remote_range,,
20260528000010,20260528000010_admin_content_reports.sql,high,security/auth,inside_remote_range,,
20260528000011,20260528000011_content_reports.sql,high,security/auth,inside_remote_range,,
20260528000012,20260528000012_job_postings_rls.sql,high,security/auth,inside_remote_range,,
20260528000013,20260528000013_notify_subscribers_new_ppv.sql,high,security/auth,inside_remote_range,,
20260528000014,20260528000014_job_applications_update_tightening.sql,high,security/auth,inside_remote_range,,
20260528000015,20260528000015_voice_rooms_rls.sql,high,security/auth,inside_remote_range,,
20260528000016,20260528000016_close_subscriber_paywall_bypass.sql,high,security/auth,inside_remote_range,,
20260528000017,20260528000017_ppv_scheduling.sql,high,security/auth,inside_remote_range,,
20260529000000,20260529000000_salon_two_way_sms.sql,high,security/auth,inside_remote_range,,
20260529120000,20260529120000_autorepair_invoice_tax_and_payment_status.sql,high,security/auth,inside_remote_range,,
20260529130000,20260529130000_drop_ar_shop_settings.sql,high,security/auth,inside_remote_range,,
20260529130001,20260529130001_fix_autorepair_rls_store_profiles.sql,high,security/auth,inside_remote_range,,
20260529140000,20260529140000_create_part_images_bucket.sql,high,security/auth,inside_remote_range,,
20260529150000,20260529150000_autorepair_sequential_doc_numbers.sql,high,security/auth,inside_remote_range,,
20260529160000,20260529160000_autorepair_parts_catalog_columns.sql,high,commerce/store,inside_remote_range,,
20260529160001,20260529160001_pin_function_search_path.sql,low,security/auth,inside_remote_range,,
20260529170000,20260529170000_car_rental_reservation_pii_lockdown.sql,high,security/auth,inside_remote_range,,
20260529170001,20260529170001_car_rental_secure_reservation_access.sql,high,security/auth,inside_remote_range,,
20260529170500,20260529170500_car_rental_pii_column_grants.sql,high,security/auth,inside_remote_range,,
20260529171000,20260529171000_car_rental_sanitize_reservation_rpc.sql,high,security/auth,inside_remote_range,,
20260530000000,20260530000000_salon_booking_payments.sql,high,security/auth,inside_remote_range,,
20260531000000,20260531000000_salon_stylist_self_service.sql,high,security/auth,inside_remote_range,,
20260531142721,20260531142721_data_api_grants_recent_public_tables.sql,high,security/auth,inside_remote_range,,
20260531145613,20260531145613_make_cron_function_urls_project_aware.sql,medium,security/auth,inside_remote_range,,
20260531183402,20260531183402_legal_policy_data_api_grants.sql,high,security/auth,inside_remote_range,,
20260531184042,20260531184042_role_workflow_data_api_grants.sql,high,security/auth,inside_remote_range,,
20260531193000,20260531193000_store_payment_methods_owner_policy.sql,high,security/auth,inside_remote_range,,
20260531194500,20260531194500_shopping_orders_customer_driver_policy.sql,high,security/auth,inside_remote_range,,
20260531203000,20260531203000_store_training_data_api_grants.sql,high,security/auth,inside_remote_range,,
20260531204500,20260531204500_atomic_customer_wallet_withdrawal.sql,high,security/auth,inside_remote_range,,
20260531210000,20260531210000_merchant_payout_requests_server_gate.sql,high,security/auth,inside_remote_range,,
20260531211500,20260531211500_ar_payout_records_server_gate.sql,high,security/auth,inside_remote_range,,
20260531213000,20260531213000_cafe_tip_payouts_server_gate.sql,high,security/auth,inside_remote_range,,
20260531214500,20260531214500_salon_commission_payouts_server_gate.sql,high,security/auth,inside_remote_range,,
20260531220000,20260531220000_customer_payout_methods_server_gate.sql,high,security/auth,inside_remote_range,,
20260531221500,20260531221500_creator_payout_methods_server_gate.sql,high,security/auth,inside_remote_range,,
20260531223000,20260531223000_creator_subscriptions_server_gate.sql,high,security/auth,inside_remote_range,,
20260531224500,20260531224500_paid_content_access_server_gate.sql,high,security/auth,inside_remote_range,,
20260531230000,20260531230000_creator_tips_server_gate.sql,high,security/auth,inside_remote_range,,
20260531231500,20260531231500_fan_badges_server_gate.sql,high,security/auth,inside_remote_range,,
20260531233000,20260531233000_creator_milestones_server_gate.sql,low,security/auth,inside_remote_range,,
20260531234500,20260531234500_creator_profile_protected_fields_server_gate.sql,high,security/auth,inside_remote_range,,
20260601000000,20260601000000_revoke_anon_execute_admin_rpcs.sql,high,security/auth,inside_remote_range,,
20260601000000,20260601000000_salon_color_formulas.sql,high,security/auth,inside_remote_range,,
20260601000500,20260601000500_creator_links_owner_and_metrics_gate.sql,high,security/auth,inside_remote_range,,
20260601001500,20260601001500_affiliate_links_owner_and_metrics_gate.sql,high,security/auth,inside_remote_range,,
20260601003000,20260601003000_affiliate_links_url_safety_gate.sql,high,security/auth,inside_remote_range,,
20260601004500,20260601004500_affiliate_click_logs_server_gate.sql,high,security/auth,inside_remote_range,,
20260601010000,20260601010000_analytics_events_server_gate.sql,high,security/auth,inside_remote_range,,
20260601011500,20260601011500_travel_tracking_server_gate.sql,high,security/auth,inside_remote_range,,
20260601013000,20260601013000_live_stream_signals_server_gate.sql,high,security/auth,inside_remote_range,,
20260601014500,20260601014500_legal_acceptance_server_gate.sql,high,security/auth,inside_remote_range,,
20260601020000,20260601020000_legal_disputes_server_gate.sql,high,security/auth,inside_remote_range,,
20260601021500,20260601021500_bug_reports_server_gate.sql,high,security/auth,inside_remote_range,,
20260601023000,20260601023000_security_reports_server_gate.sql,high,security/auth,inside_remote_range,,
20260601024500,20260601024500_privacy_requests_server_gate.sql,high,security/auth,inside_remote_range,,
20260601030000,20260601030000_data_export_request_server_gate.sql,high,security/auth,inside_remote_range,,
20260601031500,20260601031500_refund_requests_server_gate.sql,high,security/auth,inside_remote_range,,
20260601033000,20260601033000_support_tickets_server_gate.sql,high,security/auth,inside_remote_range,,
20260601034500,20260601034500_service_waitlist_server_gate.sql,high,security/auth,inside_remote_range,,
20260601040000,20260601040000_product_feedback_server_gate.sql,high,security/auth,inside_remote_range,,
20260601041500,20260601041500_marketing_interest_server_gate.sql,high,security/auth,inside_remote_range,,
20260601043000,20260601043000_ride_support_server_gate.sql,high,security/auth,inside_remote_range,,
20260601044500,20260601044500_shop_ops_records_server_gate.sql,high,security/auth,inside_remote_range,,
20260601050000,20260601050000_travel_support_server_gate.sql,high,security/auth,inside_remote_range,,
20260601051500,20260601051500_concierge_messages_server_gate.sql,high,security/auth,inside_remote_range,,
20260601053000,20260601053000_admin_feedback_queue_server_gate.sql,high,security/auth,inside_remote_range,,
20260601054500,20260601054500_social_safety_reports_server_gate.sql,high,security/auth,inside_remote_range,,
20260601060000,20260601060000_story_chat_safety_reports_server_gate.sql,high,security/auth,inside_remote_range,,
20260601061500,20260601061500_moderation_appeals_server_gate.sql,high,security/auth,inside_remote_range,,
20260601063000,20260601063000_admin_moderation_review_server_gate.sql,high,security/auth,inside_remote_range,,
20260601064500,20260601064500_admin_content_reports_status_server_gate.sql,high,security/auth,inside_remote_range,,
20260601070000,20260601070000_account_security_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601071500,20260601071500_user_session_presence_server_gate.sql,high,security/auth,inside_remote_range,,
20260601073000,20260601073000_device_keys_server_gate.sql,high,security/auth,inside_remote_range,,
20260601074500,20260601074500_privacy_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601080000,20260601080000_close_friends_server_gate.sql,high,security/auth,inside_remote_range,,
20260601081500,20260601081500_blocked_users_server_gate.sql,high,security/auth,inside_remote_range,,
20260601083000,20260601083000_chat_thread_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601084500,20260601084500_muted_conversations_server_gate.sql,high,security/auth,inside_remote_range,,
20260601090000,20260601090000_user_contacts_server_gate.sql,high,security/auth,inside_remote_range,,
20260601091500,20260601091500_contact_requests_server_gate.sql,high,security/auth,inside_remote_range,,
20260601093000,20260601093000_user_safety_actions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601094500,20260601094500_push_subscriptions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601100000,20260601100000_notifications_server_gate.sql,high,security/auth,inside_remote_range,,
20260601101500,20260601101500_job_invite_notifications_server_gate.sql,high,security/auth,inside_remote_range,,
20260601103000,20260601103000_admin_broadcast_notifications_server_gate.sql,high,security/auth,inside_remote_range,,
20260601104500,20260601104500_notification_preferences_server_gate.sql,high,security/auth,inside_remote_range,,
20260601110000,20260601110000_user_notifications_server_gate.sql,high,security/auth,inside_remote_range,,
20260601111500,20260601111500_linked_devices_server_gate.sql,high,security/auth,inside_remote_range,,
20260601113000,20260601113000_zivo_payment_methods_server_gate.sql,high,security/auth,inside_remote_range,,
20260601114500,20260601114500_share_to_earn_server_gate.sql,high,security/auth,inside_remote_range,,
20260601120000,20260601120000_loyalty_points_server_gate.sql,high,security/auth,inside_remote_range,,
20260601121500,20260601121500_customer_wallet_payment_server_gate.sql,high,security/auth,inside_remote_range,,
20260601123000,20260601123000_food_order_payment_status_server_gate.sql,high,security/auth,inside_remote_range,,
20260601124500,20260601124500_food_order_state_server_gate.sql,high,security/auth,inside_remote_range,,
20260601130000,20260601130000_shopping_order_state_server_gate.sql,high,security/auth,inside_remote_range,,
20260601131500,20260601131500_store_order_state_server_gate.sql,high,security/auth,inside_remote_range,,
20260601133000,20260601133000_store_payment_methods_server_gate.sql,high,security/auth,inside_remote_range,,
20260601134500,20260601134500_store_products_server_gate.sql,high,security/auth,inside_remote_range,,
20260601140000,20260601140000_store_profiles_server_gate.sql,high,security/auth,inside_remote_range,,
20260601141500,20260601141500_store_employees_server_gate.sql,high,security/auth,inside_remote_range,,
20260601143000,20260601143000_employee_shifts_server_gate.sql,high,security/auth,inside_remote_range,,
20260601144500,20260601144500_employee_rules_server_gate.sql,high,security/auth,inside_remote_range,,
20260601150000,20260601150000_store_payment_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601151500,20260601151500_promotions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601153000,20260601153000_cafe_promotions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601154500,20260601154500_car_rental_promotions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601154600,20260601154600_payment_provider_webhook_event_logs.sql,high,security/auth,inside_remote_range,,
20260601154700,20260601154700_data_api_grants_referrals_and_webhook_events.sql,high,security/auth,inside_remote_range,,
20260601160000,20260601160000_car_dealership_promotions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601161500,20260601161500_store_promotions_server_gate.sql,high,security/auth,inside_remote_range,,
20260601163000,20260601163000_car_rental_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601164500,20260601164500_car_dealership_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601170000,20260601170000_lodging_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601171500,20260601171500_cafe_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601173000,20260601173000_salon_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601174500,20260601174500_marketplace_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601180000,20260601180000_reviews_server_gate.sql,high,security/auth,inside_remote_range,,
20260601181500,20260601181500_car_rental_expenses_server_gate.sql,high,security/auth,inside_remote_range,,
20260601183000,20260601183000_car_rental_maintenance_server_gate.sql,high,security/auth,inside_remote_range,,
20260601184500,20260601184500_car_rental_vehicles_server_gate.sql,high,security/auth,inside_remote_range,,
20260601190000,20260601190000_car_rental_addons_server_gate.sql,high,security/auth,inside_remote_range,,
20260601191000,20260601191000_ar_customer_vehicle_specs.sql,high,commerce/store,inside_remote_range,,
20260601191500,20260601191500_car_rental_locations_server_gate.sql,high,security/auth,inside_remote_range,,
20260601192000,20260601192000_ar_labor_entry_vehicle_snapshot.sql,high,commerce/store,inside_remote_range,,
20260601193000,20260601193000_car_rental_customers_server_gate.sql,high,security/auth,inside_remote_range,,
20260601194500,20260601194500_bus_booking_schema.sql,high,security/auth,inside_remote_range,,
20260601194500,20260601194500_car_rental_reservations_server_gate.sql,high,security/auth,inside_remote_range,,
20260601200000,20260601200000_car_rental_blackouts_server_gate.sql,high,security/auth,inside_remote_range,,
20260601201500,20260601201500_car_rental_store_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601203000,20260601203000_car_rental_booking_extras_server_gate.sql,high,security/auth,inside_remote_range,,
20260601204500,20260601204500_car_dealership_trade_ins_server_gate.sql,high,security/auth,inside_remote_range,,
20260601210000,20260601210000_bus_my_bookings_rpc.sql,high,security/auth,inside_remote_range,,
20260601210000,20260601210000_car_dealership_expenses_server_gate.sql,high,security/auth,inside_remote_range,,
20260601211500,20260601211500_car_dealership_financing_server_gate.sql,high,security/auth,inside_remote_range,,
20260601211500,20260601211500_fix_bus_rls_store_owner.sql,high,security/auth,inside_remote_range,,
20260601213000,20260601213000_car_dealership_lead_activities_server_gate.sql,high,security/auth,inside_remote_range,,
20260601214500,20260601214500_store_documents_server_gate.sql,high,security/auth,inside_remote_range,,
20260601220000,20260601220000_store_training_programs_server_gate.sql,high,security/auth,inside_remote_range,,
20260601221500,20260601221500_store_training_assignments_server_gate.sql,high,security/auth,inside_remote_range,,
20260601223000,20260601223000_store_payroll_configs_server_gate.sql,high,security/auth,inside_remote_range,,
20260601224500,20260601224500_service_bookings_public_submit_gate.sql,high,security/auth,inside_remote_range,,
20260601230000,20260601230000_service_bookings_owner_manage_gate.sql,high,security/auth,inside_remote_range,,
20260601231500,20260601231500_salon_bookings_public_submit_gate.sql,high,security/auth,inside_remote_range,,
20260601233000,20260601233000_support_tickets_customer_manage_gate.sql,high,security/auth,inside_remote_range,,
20260601234500,20260601234500_shop_ops_records_manage_gate.sql,high,security/auth,inside_remote_range,,
20260601240000,20260601240000_store_employee_rules_server_gate.sql,high,security/auth,inside_remote_range,,
20260601241500,20260601241500_salon_gift_cards_server_gate.sql,high,security/auth,inside_remote_range,,
20260601243000,20260601243000_salon_blockouts_server_gate.sql,high,security/auth,inside_remote_range,,
20260601244500,20260601244500_salon_waitlist_server_gate.sql,high,security/auth,inside_remote_range,,
20260601250000,20260601250000_salon_retail_products_server_gate.sql,high,security/auth,inside_remote_range,,
20260601251500,20260601251500_salon_loyalty_server_gate.sql,high,security/auth,inside_remote_range,,
20260601253000,20260601253000_salon_packages_server_gate.sql,high,security/auth,inside_remote_range,,
20260601254500,20260601254500_salon_stylist_schedules_server_gate.sql,high,security/auth,inside_remote_range,,
20260601260000,20260601260000_salon_expenses_server_gate.sql,high,security/auth,inside_remote_range,,
20260601261500,20260601261500_salon_store_closures_server_gate.sql,high,security/auth,inside_remote_range,,
20260601263000,20260601263000_salon_booking_retail_items_server_gate.sql,high,security/auth,inside_remote_range,,
20260601264500,20260601264500_salon_booking_addons_server_gate.sql,high,security/auth,inside_remote_range,,
20260601270000,20260601270000_salon_membership_tiers_server_gate.sql,high,security/auth,inside_remote_range,,
20260601271500,20260601271500_salon_reminder_settings_server_gate.sql,high,security/auth,inside_remote_range,,
20260601273000,20260601273000_salon_notification_template_overrides_server_gate.sql,high,security/auth,inside_remote_range,,
20260601273500,20260601273500_ar_customer_vehicle_plate_state.sql,high,commerce/store,inside_remote_range,,
20260601274500,20260601274500_salon_services_server_gate.sql,high,security/auth,inside_remote_range,,
20260601280000,20260601280000_salon_time_entries_server_gate.sql,high,security/auth,inside_remote_range,,
20260601281500,20260601281500_salon_clients_server_gate.sql,high,security/auth,inside_remote_range,,
20260601283000,20260601283000_salon_stylists_server_gate.sql,high,security/auth,inside_remote_range,,
20260601284500,20260601284500_salon_bookings_owner_server_gate.sql,high,security/auth,inside_remote_range,,
20260602000000,20260602000000_salon_memberships.sql,high,security/auth,inside_remote_range,,
20260602030500,20260602030500_add_channel_restrict_saving_content.sql,high,chat/social,inside_remote_range,,
20260602031000,20260602031000_add_channel_reaction_policy.sql,high,security/auth,inside_remote_range,,
20260602031500,20260602031500_add_channel_wallpaper_style.sql,high,chat/social,inside_remote_range,,
20260602032000,20260602032000_add_channel_topics_and_member_visibility.sql,high,chat/social,inside_remote_range,,
20260602032500,20260602032500_add_channel_slow_mode.sql,high,security/auth,inside_remote_range,,
20260602033000,20260602033000_add_channel_join_approval.sql,high,security/auth,inside_remote_range,,
20260602033500,20260602033500_add_channel_removed_users.sql,high,security/auth,inside_remote_range,,
20260602034000,20260602034000_add_channel_admin_log.sql,high,security/auth,inside_remote_range,,
20260602034500,20260602034500_add_channel_add_member_rpc.sql,high,security/auth,inside_remote_range,,
20260602035000,20260602035000_add_channel_invite_links.sql,high,security/auth,inside_remote_range,,
